JOB_TITLE,ROLE_NAME,RECRUITMENT_COUNT,LOCATIONS_NAME,COMPANY_LOCATION,CURRENT_EMPLOYEE_MIN,CURRENT_EMPLOYEE_MAX,LANGUAGES_NAME,TECH_STACKS,PROGRAMMING_LANGUAGES,SKILLS,TOTAL_WORK_HOURS,SALARY_MIN,SALARY_MAX,FIRST_WORKING_DAY_OF_WEEK,LAST_WORKING_DAY_OF_WEEK,WORK_ON_SATURDAY,WORK_ON_SUNDAY,EXPERIENCE_YEARS,DEADLINE,COMPANY_NAME,COMPANY_INDUSTRY,JOB_LEVEL,ACADEMIC_LEVEL,JOB_TYPE,COMPANY_URL,JOB_URL,DATE_CRAWL,LAYOUT_TYPE
NHÂN VIÊN GÁN NHÃN & KIỂM DUYỆT NỘI DUNG SÀN THƯƠNG MẠI ĐIỆN TỬ (MẢNG CHĂM SÓC KHÁCH HÀNG),"['VIỆC LÀM IT', 'CHĂM SÓC KHÁCH HÀNG (CUSTOMER SERVICE)', 'ARTIFICIAL INTELLIGENCE (AI)', 'CÔNG NGHỆ THÔNG TIN', 'VẬN HÀNH', 'BUSINESS OPERATION (VẬN HÀNH KINH DOANH)', 'DATA LABELING (GÁN NHÃN DỮ LIỆU)']",10,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],10.0,24.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['DATA LABELING', 'AI']",['UNKNOWN'],"['KỸ NĂNG XỬ LÝ TÌNH HUỐNG', 'CHĂM SÓC KHÁCH HÀNG', 'SỬ DỤNG MÁY TÍNH', 'TỐC ĐỘ ĐÁNH MÁY', 'TIẾNG ANH', 'KỸ NĂNG GIAO TIẾP', 'PHÂN TÍCH THÔNG TIN']",37.5,7400000.0,8000000.0,2,6,True,True,KHÔNG YÊU CẦU,31/12/2025,CÔNG TY TNHH NGUYỄN AN NAM,TƯ VẤN,NHÂN VIÊN,TRUNG HỌC PHỔ THÔNG (CẤP 3) TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-nguyen-an-nam/207649.html,https://www.topcv.vn/viec-lam/nhan-vien-gan-nhan-kiem-duyet-noi-dung-san-thuong-mai-dien-tu-mang-cham-soc-khach-hang-thu-nhap-8-trieu-thang-quan-12-di-lam-ngay/1968880.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:15:19,STANDARD
"MANUAL TESTER (WEB, MOBILE)","['VIỆC LÀM IT', 'SOFTWARE TESTING', 'CÔNG NGHỆ THÔNG TIN', 'MANUAL TESTER']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['AGILE', 'MATHEMATICS', 'FUNCTIONAL TESTING', 'CYBERSECURITY', 'BLACK-BOX TESTING', 'EXPLORATORY TESTING', 'HTTP', 'AUTOMATION TESTING', 'HTTPS', 'INFORMATION TECHNOLOGY', 'JMETER', 'MOBILE', 'NON-FUNCTIONAL TESTING', 'WEB', 'API', 'COMPUTER SCIENCE', 'TEST DESIGN TECHNIQUES', 'PERFORMANCE TESTING']",['SQL'],"['THỰC HIỆN TEST', 'TƯ DUY PHẢN BIỆN', 'HƯỚNG DẪN', 'CHỊU ÁP LỰC', 'VIẾT TEST CASE', 'LÀM VIỆC NHÓM', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'TƯ DUY LOGIC', 'CAM KẾT', 'SỬ DỤNG CÔNG CỤ TEST', 'TƯ DUY PHÂN TÍCH', 'CẨN THẬN', 'TINH THẦN HỌC HỎI', 'ĐỀ XUẤT CẢI TIẾN CHẤT LƯỢNG SẢN PHẨM', 'PHÂN TÍCH YÊU CẦU', 'REVIEW TEST CASE', 'BÁO CÁO LỖI']",50.0,30000000.0,35000000.0,2,6,False,False,3 NĂM,27/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG MINH GX,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-thong-minh-gx/243568.html,https://www.topcv.vn/viec-lam/manual-tester-web-mobile-tu-3-nam-kinh-nghiem-thu-nhap-upto-33m-tai-ha-noi/1967146.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:15:29,STANDARD
SENIOR FRONTEND DEVELOPER (REACT.JS/NEXT.JS),"['FRONTEND DEVELOPER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['REACT', 'FUNCTIONAL PROGRAMMING', 'MOBILE', 'INTEGRATION TEST', 'REST API', 'NEXT.JS', 'GOOGLE PLAY', 'SEO', 'PWA', 'SASS/SCSS', 'API', 'UNIT TEST', 'TAILWIND CSS', 'AI', 'HYBRID', 'GIT', 'HTML', 'APP STORE', 'WEB', 'UI/UX DESIGN']",['JAVASCRIPT'],"['ĐAM MÊ CÔNG VIỆC', 'LÀM VIỆC ĐỘC LẬP', 'CHẤP NHẬN THÁCH THỨC', 'TỈ MỈ', 'GIẢI QUYẾT VẤN ĐỀ', 'LÀM VIỆC NHÓM', 'TƯ DUY', 'HỌC HỎI NHANH', 'THÂN THIỆN', 'CỞI MỞ', 'TRÁCH NHIỆM CAO', 'GIAO TIẾP', 'CẨN THẬN']",47.5,13687500.0,30000000.0,2,6,False,False,2 NĂM,31/12/2025,CÔNG TY TNHH VODAPLAY VIỆT NAM,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-vodaplay-viet-nam/107235.html,https://www.topcv.vn/viec-lam/senior-frontend-developer-react-js-next-js-muc-luong-upto-30m/1967715.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:15:40,STANDARD
NHÂN VIÊN IT KIÊM TƯ VẤN & ĐÀO TẠO,"['VIỆC LÀM IT', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['WORDPRESS', 'HTML', 'ROBOTICS', 'ZOOM', 'AI', 'IOT', 'WEB', 'MICROSOFT', 'GOOGLE']",['UNKNOWN'],"['HƯỚNG DẪN', 'QUẢN TRỊ WEB', 'LẬP TRÌNH WEB', 'ĐÀO TẠO', 'TƯ VẤN', 'THIẾT KẾ', 'HỖ TRỢ KỸ THUẬT', 'LẬP TRÌNH IOT', 'KỸ NĂNG GIAO TIẾP', 'NGOẠI NGỮ', 'GIẢNG DẠY']",45.0,15000000.0,20000000.0,2,6,False,False,1 NĂM,02/01/2026,CÔNG TY CỔ PHẦN JIVIETNAM,GIÁO DỤC / ĐÀO TẠO,NHÂN VIÊN,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-jivietnam/218232.html,https://www.topcv.vn/viec-lam/nhan-vien-it-kiem-tu-van-dao-tao-thu-nhap-upto-20m-thang-nghi-thu-7-cn/1971341.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:15:54,STANDARD
JAVA DEVELOPER,"['VIỆC LÀM IT', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC']",10,['HỒ CHÍ MINH'],['HÀ NỘI'],10000.0,-1.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['AGILE', 'SPRING BOOT', 'AZURE', 'MICROSERVICES', 'POSTGRESQL', 'REDIS', 'OOP', 'SPRING FRAMEWORK', 'ORACLE DATABASE', 'AWS', 'CLOUD COMPUTING', 'SOAP', 'REST API', 'SQL SERVER']","['JAVA', 'NOSQL', 'SQL']","['CODE REVIEW', 'DESIGN', 'SUPPORT', 'QUALITY CONTROL', 'MAINTENANCE', 'TEAM COLLABORATION', 'REQUIREMENT ANALYSIS', 'DEVELOPMENT', 'COACHING', 'LEADERSHIP', 'TESTING', 'ENGLISH COMMUNICATION', 'PROBLEM-SOLVING']",45.0,12500000.0,21250000.0,2,6,False,False,2 NĂM,31/01/2026,FPT SOFTWARE,TÀI CHÍNH,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/fpt-software/3.html,https://www.topcv.vn/viec-lam/java-developer-up-to-3200/1953698.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:16:04,STANDARD
PRODUCT DESIGN LEADER,"['VIỆC LÀM IT', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ', 'CÔNG NGHỆ THÔNG TIN', 'SOFTWARE DESIGN', 'UI/UX DESIGN']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['AGILE', 'FIGMA', 'PRODUCT DESIGN', 'FINTECH', 'IOT', 'ADOBE CREATIVE SUITE', 'USER-CENTERED DESIGN (UCD)', 'UI/UX DESIGN']",['UNKNOWN'],"['RECRUITING', 'STAKEHOLDER MANAGEMENT', 'STRATEGY', 'PERFORMANCE MANAGEMENT', 'TEAM BUILDING', 'TEAM MANAGEMENT', 'COACHING', 'PROJECT MANAGEMENT', 'LEADERSHIP', 'CONTINUOUS IMPROVEMENT', 'MENTORING', 'TALENT DEVELOPMENT', 'PRESENTATION SKILLS', 'COMMUNICATION', 'PROBLEM-SOLVING', 'PRODUCT THINKING', 'END-TO-END DESIGN PROCESS', 'CREATIVE DIRECTION', 'CROSS-FUNCTIONAL COLLABORATION']",45.0,12166666.666666666,19166666.666666668,2,6,False,False,5 NĂM,02/01/2026,VĂN PHÒNG ĐẠI DIỆN STYL SOLUTIONS PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,IT - PHẦN MỀM,TRƯỞNG NHÓM,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/van-phong-dai-dien-styl-solutions-pte-ltd-tai-thanh-pho-ho-chi-minh/95267.html,https://www.topcv.vn/viec-lam/product-design-leader/1972888.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:16:19,STANDARD
PM DỰ ÁN/QUẢN LÝ DỰ ÁN,"['VIỆC LÀM IT', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'PROJECT MANAGER', 'CÔNG NGHỆ THÔNG TIN']",4,"['HỒ CHÍ MINH', 'HÀ NỘI']",['HỒ CHÍ MINH'],100.0,499.0,['TIẾNG VIỆT'],"['ITIL', 'AGILE', 'LESS', 'PGMP', 'PROJECT MANAGEMENT', 'SAFE']",['UNKNOWN'],"['QUẢN LÝ QUY TRÌNH', 'TƯ DUY CHIẾN LƯỢC', 'BUSINESS ACUMEN', 'PHÂN TÍCH DỮ LIỆU KINH DOANH', 'ĐÀM PHÁN VÀ THƯƠNG LƯỢNG', 'GIAO TIẾP', 'PHÂN TÍCH CHI PHÍ', 'QUẢN LÝ RỦI RO', 'CỐ VẤN', 'ĐÀO TẠO', 'GIẢI QUYẾT VẤN ĐỀ', 'XÂY DỰNG VĂN HÓA', 'TƯ DUY HỆ THỐNG', 'LÃNH ĐẠO', 'BÁO CÁO', 'PHÁT TRIỂN ĐỘI NGŨ', 'HOẠCH ĐỊNH', 'TẠO ĐỘNG LỰC', 'QUẢN LÝ DANH MỤC DỰ ÁN', 'QUẢN LÝ HIỆU SUẤT', 'QUẢN LÝ CHƯƠNG TRÌNH', 'QUẢN LÝ DỰ ÁN', 'AUDITING', 'QUẢN LÝ THAY ĐỔI', 'QUẢN LÝ TÀI CHÍNH']",49.0,35000000.0,50000000.0,2,6,True,False,TRÊN 5 NĂM,01/01/2026,CÔNG TY CỔ PHẦN CÔNG NGHỆ VINORSOFT,IT - PHẦN MỀM,QUẢN LÝ / GIÁM SÁT,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-vinorsoft/172340.html,https://www.topcv.vn/viec-lam/pm-du-an-quan-ly-du-an-35-50-trieu-thuong-du-an-ha-noi-tphcm/1969916.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:16:31,STANDARD
CHUYÊN VIÊN CÔNG NGHỆ THÔNG TIN (CHUYỂN ĐỔI SỐ),"['IT INFRASTRUCTURE AND OPERATIONS', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'KỸ THUẬT IT']",1,['BẮC NINH'],['BẮC NINH'],100.0,499.0,['TIẾNG VIỆT'],"['WINDOWS', 'DIGITAL TRANSFORMATION', 'DIAGRAM', 'IT INFRASTRUCTURE', 'BUSINESS ANALYSIS', 'AUTOMATION', 'DATABASE CONCEPTS', 'POWER BI']",['SQL'],"['TRÁCH NHIỆM', 'CHĂM CHỈ', 'NHIỆT TÌNH', 'NHẠY BÉN', 'KỸ NĂNG TRÌNH BÀY BÁO CÁO', 'KỈ LUẬT', 'CẦU TIẾN', 'TRUNG THỰC']",49.5,15000000.0,20000000.0,2,6,True,False,2 NĂM,25/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHIỆP KIMSEN,SẢN XUẤT,NHÂN VIÊN,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghiep-kimsen/108763.html,https://www.topcv.vn/viec-lam/chuyen-vien-cong-nghe-thong-tin-chuyen-doi-so-thu-nhap-15-20-trieu-tai-bac-ninh/1964069.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:16:40,STANDARD
AI ENGINEER,"['ARTIFICIAL INTELLIGENCE (AI)', 'CÔNG NGHỆ THÔNG TIN', 'AI ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['MULTI-OBJECT TRACKING', 'DEEPSORT', 'DEEP LEARNING', 'POSE ESTIMATION', 'TENSORFLOW', 'CNN', 'ONNX', 'AI', 'PYTORCH', 'YOLO', 'COMPUTER VISION', 'KALMAN FILTER']","['PYTHON', 'C++']","['GIẢI QUYẾT VẤN ĐỀ', 'HỌC HỎI', 'TƯ DUY LOGIC', 'THÍCH NGHI', 'GIAO TIẾP', 'SÁNG TẠO', 'HỢP TÁC']",45.0,14000000.0,26875000.0,2,6,False,False,1 NĂM,01/01/2026,ORBRO INC.,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/orbro-inc/220781.html,https://www.topcv.vn/viec-lam/ai-engineer-cong-ty-it-han-quoc/1971397.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:16:55,STANDARD
LẬP TRÌNH VIÊN .NET,"['FRONTEND DEVELOPER', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'SOFTWARE ENGINEERING']",2,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['DOCKER', 'REACT', 'POSTGRESQL', '.NET CORE', 'ORACLE DATABASE', 'WCF', 'GITLAB', 'REST API', 'ENTITY FRAMEWORK', 'LINQ', 'CSS3', 'HTML5', '.NET', 'GIT', 'SQL SERVER', 'CI/CD', 'ANGULAR', 'VUEJS', 'AJAX', 'SOAP', 'JQUERY']","['C#', 'JAVASCRIPT', 'TYPESCRIPT', 'SQL']","['PHÂN TÍCH', 'KHẢ NĂNG RESEARCH TÀI LIỆU VÀ ĐỌC TÀI LIỆU', 'CHỊU ĐƯỢC ÁP LỰC CÔNG VIỆC', 'TINH THẦN HỌC HỎI', 'HỢP TÁC TRONG CÔNG VIỆC', 'SÁNG TẠO']",51.5,13687500.0,23750000.0,2,6,True,False,1 NĂM,02/01/2026,CÔNG TY CỔ PHẦN CÔNG NGHỆ VCS VIỆT NAM,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-vcs-viet-nam/51302.html,https://www.topcv.vn/viec-lam/lap-trinh-vien-net/1972238.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:17:09,STANDARD
TESTER GAME CHỈ TUYỂN NỮ,"['SOFTWARE TESTER (AUTOMATION & MANUAL)', 'SOFTWARE TESTING', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['FREE TEST', 'COPILOT CHAT', 'BUGZILLA', 'ANDROID', 'REGRESSION TEST', 'LARGE LANGUAGE MODELS', 'KATALON STUDIO', 'AI', 'IOS', 'SMOKE TEST', 'TESTCASE', 'WEB', 'TEST GAME', 'EXPLORATORY TEST', 'UI/UX DESIGN']",['UNKNOWN'],"['TRÁCH NHIỆM', 'TƯ DUY PHẢN BIỆN', 'LẬP KẾ HOẠCH KIỂM THỬ', 'LÀM VIỆC ĐỘC LẬP', 'GIẢI QUYẾT VẤN ĐỀ', 'TƯ DUY LOGIC', 'THÍCH NGHI', 'CẨN THẬN', 'TỔ CHỨC CÔNG VIỆC', 'PHÂN TÍCH YÊU CẦU', 'GIAO TIẾP', 'LOG BUG', 'LẬP BÁO CÁO', 'VIẾT TESTCASE']",47.5,8000000.0,15000000.0,2,6,False,False,1 NĂM,24/12/2025,CÔNG TY TNHH CÔNG NGHỆ HAY HAY GLOBAL,MARKETING / TRUYỀN THÔNG / QUẢNG CÁO,NHÂN VIÊN,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-hay-hay-global/166627.html,https://www.topcv.vn/viec-lam/tester-game-chi-tuyen-nu-thu-nhap-tu-8-15-trieu/1962969.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:17:21,STANDARD
CHUYÊN VIÊN KIỂM TRA CHẤT LƯỢNG PHẦN MỀM - TESTER,"['SOFTWARE TESTER (AUTOMATION & MANUAL)', 'SOFTWARE TESTING', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT']",3,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['INTEGRATION TESTING', 'ZEPHYR', 'AGILE', 'REGRESSION TESTING', 'BUGZILLA', 'FUNCTIONAL TESTING', 'TESTRAIL', 'AUTOMATION TESTING', 'MOBILE APP', 'SELENIUM', 'MANTIS', 'E-COMMERCE', 'BANKING', 'JIRA', 'APPIUM']",['UNKNOWN'],"['KỸ NĂNG PHÂN TÍCH', 'XÂY DỰNG TÀI LIỆU HƯỚNG DẪN', 'GIÁM SÁT TIẾN ĐỘ', 'LÀM VIỆC ĐỘC LẬP', 'ĐỌC HIỂU TÀI LIỆU TIẾNG ANH', 'VIẾT TEST CASE', 'CẢI TIẾN QUY TRÌNH', 'GIẢI QUYẾT VẤN ĐỀ', 'LÀM VIỆC NHÓM', 'PHÂN TÍCH NGHIỆP VỤ', 'QUẢN LÝ BUG', 'TƯ DUY LOGIC', 'QUẢN LÝ THỜI GIAN', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'KỸ NĂNG GIAO TIẾP', 'LẬP KẾ HOẠCH KIỂM THỬ', 'ĐÀO TẠO VÀ HỖ TRỢ NGƯỜI DÙNG', 'KỸ NĂNG BÁO CÁO']",49.0,10000000.0,20000000.0,2,6,True,False,1 NĂM,31/12/2025,CÔNG TY TNHH P.A VIỆT NAM,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-p-a-viet-nam/8837.html,https://www.topcv.vn/viec-lam/chuyen-vien-kiem-tra-chat-luong-phan-mem-tester/1202799.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:17:33,STANDARD
MANUAL TESTERS,"['VIỆC LÀM IT', 'SOFTWARE TESTING', 'CÔNG NGHỆ THÔNG TIN', 'MANUAL TESTER']",3,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']",['AGILE'],['UNKNOWN'],"['TEST REPORT PREPARATION', 'TEST CASE DESIGN', 'COLLABORATION', 'HANDLING SOLUTIONS', 'DEFECT ANALYSIS', 'TESTING']",40.0,13500000.0,20000000.0,2,6,False,False,2 NĂM,31/03/2026,CÔNG TY TNHH NTT DATA VDS,IT - PHẦN MỀM,NHÂN VIÊN,CAO ĐẲNG TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-tnhh-ntt-data-vds/17148.html,https://www.topcv.vn/viec-lam/manual-testers/1972856.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:17:47,STANDARD
DATA ANALYST,"['DATA SCIENCE', 'VIỆC LÀM IT', 'DATA ANALYST', 'MARKET RESEARCH AND ANALYSIS', 'CÔNG NGHỆ THÔNG TIN', 'MARKETING/PR/QUẢNG CÁO']",5,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,['TIẾNG VIỆT'],"['STAR SCHEMA', 'METADATA', 'TAXONOMY', 'LAKE-HOUSE', 'MASTER DATA MANAGEMENT', 'BIG DATA', 'DATA STREAMING', 'KHOA HỌC DỮ LIỆU', 'TOÁN THỐNG KÊ', 'KINH TẾ LƯỢNG', 'SNOWFLAKE SCHEMA', 'LOOKER', 'DATA GOVERNANCE', 'POWER BI', 'REFERENCE DATA MANAGEMENT']",['SQL'],"['PHÂN TÍCH DỮ LIỆU', 'ĐÀO TẠO', 'PHÂN TÍCH NGHIỆP VỤ', 'KỸ NĂNG THUYẾT TRÌNH', 'MÔ HÌNH HÓA DỮ LIỆU', 'KIỂM THỬ']",45.0,13625000.0,30000000.0,2,6,False,False,2 NĂM,03/01/2026,CÔNG TY CỔ PHẦN HỆ THỐNG CÔNG NGHỆ ETC,IT - PHẦN MỀM,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/cong-ty-co-phan-he-thong-cong-nghe-etc/200939.html,https://www.topcv.vn/viec-lam/data-analyst-tu-2-nam-kinh-nghiem/1975022.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:18:28,STANDARD
CHUYÊN VIÊN PHÂN TÍCH NGHIỆP VỤ (BUSINESS ANALYST) - KVH - MSB - 4M009,"['NGÂN HÀNG', 'TÀI CHÍNH/NGÂN HÀNG/BẢO HIỂM', 'BUSINESS ANALYST']",1,['HÀ NỘI'],['HÀ NỘI'],5000.0,-1.0,['TIẾNG VIỆT'],"['EXCEL', 'MICROSOFT OFFICE', 'UML', 'BUSINESS ANALYSIS', 'FLOWCHART', 'BPMN']",['UNKNOWN'],"['KỸ NĂNG SÁNG TẠO', 'RA QUYẾT ĐỊNH', 'KỸ NĂNG TRÌNH BÀY', 'KỸ NĂNG THUYẾT PHỤC', 'KỸ NĂNG PHÂN TÍCH', 'LÀM VIỆC ĐỘC LẬP', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'QUẢN LÝ DỰ ÁN', 'TƯ DUY LOGIC', 'PHÂN TÍCH NGHIỆP VỤ', 'KỸ NĂNG GIAO TIẾP', 'LÀM VIỆC NHÓM', 'KIỂM THỬ']",45.0,20000000.0,30000000.0,2,6,False,False,2 NĂM,01/01/2026,NGÂN HÀNG TMCP HÀNG HẢI VIỆT NAM (MSB),NGÂN HÀNG,NHÂN VIÊN,ĐẠI HỌC TRỞ LÊN,TOÀN THỜI GIAN,https://www.topcv.vn/cong-ty/ngan-hang-tmcp-hang-hai-viet-nam-msb/198976.html,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst-kvh-msb-4m009/1972061.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:18:42,STANDARD
THỰC TẬP SINH NETWORK SECURITY (SECURITY/ INTERN),"['INFORMATION SECURITY', 'CÔNG NGHỆ THÔNG TIN', 'VIỆC LÀM IT', 'CHUYÊN VIÊN CYBER SECURITY']",5,['HÀ NỘI'],['HỒ CHÍ MINH'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['TCP', 'EMAIL SECURITY', 'IP', 'CYBERSECURITY', 'NMAP', 'BURP SUITE', 'IDS/IPS', 'COMPTIA SECURITY+', 'CCNP', 'OWASP', 'WIRESHARK', 'CEH', 'CCNA', 'FIREWALLS']","['BASH', 'PYTHON']","['PHÂN TÍCH RỦI RO', 'KHAI THÁC LỖ HỔNG', 'TIẾNG ANH ĐỌC HIỂU', 'TƯ DUY LOGIC', 'PHÂN TÍCH MÃ ĐỘC', 'ĐIỀU TRA SỰ CỐ AN NINH MẠNG', 'LÀM VIỆC NHÓM', 'PENETRATION TESTING']",47.5,16000000.0,27500000.0,2,6,False,False,KHÔNG YÊU CẦU,23/12/2025,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ CÔNG NGHỆ CHÂN TRỜI,IT - PHẦN MỀM,THỰC TẬP SINH,CAO ĐẲNG TRỞ LÊN,THỰC TẬP,https://www.topcv.vn/cong-ty/cong-ty-co-phan-thuong-mai-dich-vu-cong-nghe-chan-troi/169864.html,https://www.topcv.vn/viec-lam/thuc-tap-sinh-network-security-security-intern/1961572.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:18:55,STANDARD
