Job_Title,Tech_Stack,Programming_Language,Roles,Recruitment_Count,Province,Company_Location,Current_Employee_Min,Current_Employee_Max,Language,Skills,Total_Work_Hour,Salary_Min,Salary_Max,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday
Mid-Level Cross-Platform Mobile Engineer,"['REACT NATIVE', 'FLUTTER', 'NEXT.JS', 'REDUX TOOLKIT', 'MOBX', 'BLOC', 'PROVIDER', 'RIVERPOD', 'IOS', 'ANDROID', 'RESTFUL API', 'GRAPHQL', 'REACTJS', 'SSR', 'SSG', 'JEST', 'CI/CD', 'GIT', 'AGILE', 'SCRUM']","['JAVASCRIPT', 'TYPESCRIPT', 'HTML', 'CSS']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'MOBILE DEVELOPER', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['ARCHITECTURAL THINKING', 'PERFORMANCE OPTIMIZATION', 'TESTING', 'CODE REVIEW', 'ACCOUNTABILITY', 'OWNERSHIP', 'COMMUNICATION', 'ADAPTABILITY', 'CONTINUOUS LEARNING']",45.0,,,2.0,6.0,False,False
Nhân Viên Phát Triển Kinh Doanh B2b,[],[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['KỸ NĂNG BÁN HÀNG', 'KHẢ NĂNG TỰ HỌC', 'THUYẾT TRÌNH', 'TÌM KIẾM KHÁCH HÀNG', 'XÂY DỰNG MỐI QUAN HỆ', 'ĐÀM PHÁN']",47.5,10000000.0,20000000.0,2.0,6.0,False,False
Chuyên Viên Phân Tích Nghiệp Vụ KHCN (Digital Banking),"['AGILE', 'JIRA', 'CONFLUENCE', 'VISIO', 'AXURE', 'FIGMA', 'ORACLE', 'POSTGRESQL', 'NOSQL']","['SQL', 'NOSQL']","['CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'BUSINESS ANALYST', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],5000.0,,['TIẾNG VIỆT'],"['PHÂN TÍCH NGHIỆP VỤ', 'PHÂN TÍCH YÊU CẦU', 'TÀI LIỆU HÓA NGHIỆP VỤ', 'PROTOTYPE', 'WIREFRAME', 'KIỂM THỬ', 'NGHIỆM THU SẢN PHẨM', 'KẾT NỐI ĐỘI NHÓM', 'TẠO ĐỘNG LỰC', 'KỸ NĂNG GIAO TIẾP', 'LÀM VIỆC NHÓM', 'TƯ DUY LOGIC', 'XỬ LÝ TÌNH HUỐNG', 'LẬP KẾ HOẠCH', 'KIỂM SOÁT CHẤT LƯỢNG HỆ THỐNG', 'TRÌNH BÀY', 'QUẢN LÝ THỜI GIAN', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'QUY TRÌNH PHÁT TRIỂN PHẦN MỀM', 'QUY TRÌNH KIỂM THỬ']",49.0,,,2.0,6.0,True,False
Phân Tích Dữ Liệu (Data Analyst),"['LARK-SUIT', 'MICROSOFT SQL SERVER', 'TABLEAU', 'POWER BI', 'R STUDIO', 'DATA VISUALIZATION']","['SQL', 'PYTHON', 'VBA']","['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'MARKET RESEARCH AND ANALYSIS', 'DATA SCIENCE', 'DATA ANALYST', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['PHÂN TÍCH SỐ LIỆU', 'KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG TRÌNH BÀY', 'TƯ DUY LOGIC', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'LÀM VIỆC VỚI LƯỢNG DỮ LIỆU LỚN VÀ PHỨC TẠP', 'TƯ DUY PHÂN TÍCH SẮC BÉN']",,14000000.0,18000000.0,2.0,6.0,True,False
Technical Lead .Net,"['.NET', 'ASP.NET', '.NET CORE', 'ENTITY FRAMEWORK CORE', 'OOP', 'DESIGN PATTERNS', 'NETWORK', 'MULTITHREADING', 'SQL SERVER', 'MYSQL', 'POSTGRESQL', 'AGILE', 'SCRUM', 'MICROSERVICES', 'DATAOPS', 'BIG DATA', 'VIDEO PROCESSING']","['C#', 'SQL']","['TECHNICAL LEAD', 'SOFTWARE ENGINEER']",1,['HÀ NỘI'],"['HÀ NỘI', 'HỒ CHÍ MINH']",100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['QUẢN LÝ NHÓM', 'PHÂN CÔNG CÔNG VIỆC', 'GIÁM SÁT TIẾN ĐỘ', 'THIẾT KẾ KIẾN TRÚC HỆ THỐNG', 'GIẢI QUYẾT VẤN ĐỀ', 'RÀ SOÁT MÃ NGUỒN', 'ĐÀO TẠO VÀ PHÁT TRIỂN NHÂN LỰC', 'ĐÁNH GIÁ NĂNG LỰC NHÂN SỰ', 'PHÂN TÍCH THIẾT KẾ HỆ THỐNG', 'TƯ DUY PHẢN BIỆN', 'TIẾNG ANH ĐỌC HIỂU TÀI LIỆU KỸ THUẬT', 'TEAM LEADER']",45.0,,,2.0,6.0,False,False
Product Owner (Game Publishing/Game Operation),"['MOBILE', 'UX-UI']",[],"['CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'GAME DEVELOPMENT', 'NGHỆ THUẬT/HOẠT HÌNH/GAME', 'GAME DESIGN', 'VIỆC LÀM IT', 'PRODUCT OWNER']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['TIẾNG ANH GIAO TIẾP', 'TƯ DUY LOGIC', 'SÁNG TẠO', 'QUẢN LÝ DỰ ÁN', 'XÂY DỰNG MỐI QUAN HỆ', 'GIAO TIẾP', 'KỸ NĂNG VĂN PHÒNG', 'DATA ANALYSIS']",47.5,,20000000.0,2.0,6.0,False,False
Nhân Viên Graphic Design,"['PHOTOSHOP', 'ILLUSTRATOR', 'PREMIERE', 'AFTER EFFECTS', 'TYPOGRAPHY']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,['TIẾNG VIỆT'],"['THIẾT KẾ ĐỒ HỌA', 'MỸ THUẬT', 'TRUYỀN THÔNG ĐA PHƯƠNG TIỆN', 'GU THẨM MỸ TỐT', 'CẬP NHẬT XU HƯỚNG THIẾT KẾ', 'KỸ NĂNG LÀM VIỆC NHÓM', 'LINH HOẠT', 'CHỊU ĐƯỢC ÁP LỰC CÔNG VIỆC', 'TƯ DUY SÁNG TẠO']",49.0,15000000.0,20000000.0,2.0,6.0,True,False
Chuyên Viên Phát Triển Sản Phẩm - Insurtech,"['JIRA', 'FIGMA', 'FINTECH']",[],"['CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'PRODUCT OWNER/PRODUCT MANAGER', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['NGHIÊN CỨU THỊ TRƯỜNG', 'QUẢN LÝ DỰ ÁN', 'ĐÀM PHÁN', 'XÂY DỰNG HỢP ĐỒNG HỢP TÁC', 'LÀM VIỆC NHÓM', 'GIAO TIẾP', 'THUYẾT TRÌNH', 'THUYẾT PHỤC', 'PHÂN TÍCH SỐ LIỆU', 'HỌC HỎI VÀ THÍCH ỨNG NHANH', 'ĐỊNH PHÍ BẢO HIỂM', 'PHÁT TRIỂN SẢN PHẨM', 'NGHIÊN CỨU SẢN PHẨM', 'PHÂN TÍCH THỊ TRƯỜNG', 'HIỂU BIẾT VỀ BẢO HIỂM', 'QUẢN LÝ PRODUCT BACKLOG', 'ĐẢM BẢO CHẤT LƯỢNG SẢN PHẨM']",47.5,,,2.0,6.0,False,False
IT Manager,"['SALESFORCE', 'NETSUITE', 'CRM', 'ERP', 'BI DASHBOARD', 'SALESFORCE LIGHTNING', 'FLOW BUILDER', 'API INTEGRATION', 'REST API', 'SOAP API', 'JSON', 'MIDDLEWARE', 'MULESOFT', 'ZAPIER', 'BOOMI', 'DATA MANAGEMENT', 'SECURITY', 'BACKUP', 'SYSTEM ARCHITECTURE', 'RELEASE MANAGEMENT', 'CHANGE MANAGEMENT', 'IT SUPPORT', 'LOGISTICS', 'SUPPLY CHAIN', 'FREIGHT FORWARDING', 'COMPUTER SCIENCE', 'MANAGEMENT INFORMATION SYSTEMS']","['APEX', 'SQL']","['CÔNG NGHỆ THÔNG TIN', 'IT PROJECT MANAGEMENT', 'IT PROJECT MANAGER', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,['TIẾNG VIỆT'],"['PROJECT MANAGEMENT', 'RISK MANAGEMENT', 'TEAM MANAGEMENT', 'BUSINESS ANALYSIS', 'SYSTEM ADMINISTRATION', 'PROCESS OPTIMIZATION', 'TRAINING', 'TEAM DEVELOPMENT', 'DIGITAL PROCESS DESIGN', 'TEAM LEADERSHIP']",44.0,,,2.0,6.0,True,False
Manual Tester,"['MANUAL TESTER', 'SOFTWARE TESTING', 'TESTCASE', 'BUG REPORTING']",[],"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'MANUAL TESTER']",3,['HỒ CHÍ MINH'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['GIAO TIẾP', 'PHÂN TÍCH YÊU CẦU', 'VIẾT TESTCASE', 'THỰC HIỆN TEST CASE', 'KIỂM TRA CHẤT LƯỢNG PHẦN MỀM', 'BÁO CÁO LỖI', 'LÀM VIỆC NHÓM', 'GIẢI QUYẾT VẤN ĐỀ']",45.0,,,2.0,6.0,False,False
Data Engineer,"['ETL', 'DWH', 'DATA LAKE', 'DATAMART', 'DATA WAREHOUSE', 'CLOUD', 'AI/ML', 'BIG DATA', 'ORACLE', 'IBM', 'HADOOP', 'SPARK', 'NETEZZA', 'DATASTAGE', 'PENTAHO', 'ODI', 'MACHINE LEARNING', 'DATA MINING', 'AGILE', 'SCRUM', 'DATA MODELING']","['PYTHON', 'SQL']","['CÔNG NGHỆ THÔNG TIN', 'DATA SCIENCE', 'DATA ENGINEER', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['PHÂN TÍCH NGHIỆP VỤ', 'PHÂN TÍCH XỬ LÝ DỮ LIỆU', 'ĐỌC VIẾT TIẾNG ANH', 'QUẢN LÝ NHÓM', 'ĐÀO TẠO', 'DẪN DẮT', 'SẴN SÀNG LÀM VIỆC NGOÀI GIỜ HÀNH CHÍNH', 'TỰ TIN', 'NHANH NHẸN', 'XỬ LÝ TÌNH HUỐNG', 'THÁI ĐỘ CHUYÊN NGHIỆP']",45.0,,,2.0,6.0,False,False
It Project Manager (Junior),"['WATERFALL', 'AGILE', 'MICROSOFT PROJECT', 'JIRA', 'TRELLO']",[],"['CÔNG NGHỆ THÔNG TIN', 'IT PROJECT MANAGEMENT', 'IT PROJECT MANAGER', 'VIỆC LÀM IT']",3,['HỒ CHÍ MINH'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['QUẢN LÝ DỰ ÁN', 'LẬP KẾ HOẠCH', 'TIẾNG ANH GIAO TIẾP', 'GIAO TIẾP', 'LÀM VIỆC NHÓM', 'TRÌNH BÀY', 'ĐÀM PHÁN', 'KỸ NĂNG TỔ CHỨC', 'QUẢN LÝ THỜI GIAN', 'XỬ LÝ CÔNG VIỆC ĐA NHIỆM', 'GIẢI QUYẾT VẤN ĐỀ', 'TINH THẦN TRÁCH NHIỆM', 'HỌC HỎI']",46.25,,20000000.0,2.0,6.0,False,False
Junior Project Manager,"['WATERFALL', 'AGILE', 'MICROSOFT PROJECT', 'JIRA', 'TRELLO']",[],"['CÔNG NGHỆ THÔNG TIN', 'IT PROJECT MANAGEMENT', 'IT PROJECT MANAGER', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['TIẾNG ANH', 'QUẢN LÝ DỰ ÁN', 'LẬP KẾ HOẠCH DỰ ÁN', 'KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG TRÌNH BÀY', 'KỸ NĂNG ĐÀM PHÁN', 'KỸ NĂNG TỔ CHỨC', 'KỸ NĂNG QUẢN LÝ THỜI GIAN', 'XỬ LÝ CÔNG VIỆC ĐA NHIỆM', 'TINH THẦN TRÁCH NHIỆM', 'KỸ NĂNG LÀM VIỆC NHÓM', 'SẴN SÀNG HỌC HỎI', 'QUẢN LÝ NGÂN SÁCH', 'QUẢN LÝ RỦI RO', 'THEO DÕI TIẾN ĐỘ DỰ ÁN']",46.25,15000000.0,20000000.0,2.0,6.0,False,False
DevOps Engineer / Platform Engineer,"['OPENTEXT', 'SOLARWINDS', 'PROMETHEUS', 'GRAFANA', 'LOKI', 'JAEGER', 'OPENTELEMETRY', 'DISTRIBUTED SYSTEMS', 'MICROSERVICES', 'AWS', 'GCP', 'AZURE', 'CI/CD', 'JENKINS', 'GITLAB', 'LINUX', 'INFRASTRUCTURE-AS-CODE', 'TERRAFORM', 'HELM', 'ANSIBLE', 'KAFKA', 'CLICKHOUSE', 'REDIS', 'SRE']","['GO', 'PYTHON', 'JAVA', 'SQL', 'NOSQL']","['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'DEVOPS ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],,,"['TIẾNG VIỆT', 'TIẾNG ANH']","['SOFTWARE ENGINEERING', 'PLATFORM ENGINEERING', 'SITE RELIABILITY ENGINEERING', 'SYSTEMS DEBUGGING', 'SOLUTIONS DESIGN']",47.5,,,2.0,6.0,True,False
Nhân Viên Cải Tiến Quy Trình,"['JIRA', 'CONFLUENCE', 'ACTIVE DIRECTORY']",[],"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'PROCESS QUALITY ASSURANCE (PQA)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,['TIẾNG VIỆT'],"['QUẢN LÝ QUY TRÌNH', 'KỸ NĂNG LÀM VIỆC NHÓM', 'KỸ NĂNG GIAO TIẾP', 'TƯ DUY PHẢN BIỆN', 'PHÂN TÍCH DỮ LIỆU', 'QUẢN LÝ DỰ ÁN', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'PHÂN TÍCH QUY TRÌNH', 'GIAO TIẾP HIỆU QUẢ', 'THU THẬP VÀ PHÂN TÍCH DỮ LIỆU']",47.5,,,2.0,6.0,False,False
Kỹ Sư Khoa Học Dữ Liệu,"['AI', 'MACHINE LEARNING', 'DEEP LEARNING', 'DATA VISUALIZATION', 'MATH', 'DATA STRUCTURES AND ALGORITHMS', 'PROBABILITY & STATISTICS', 'PANDAS', 'NUMPY', 'SCIKIT-LEARN', 'BIG DATA', 'SPARK', 'COMPUTER SCIENCE', 'DATA SCIENCE']","['PYTHON', 'SQL']","['CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],1000.0,,"['TIẾNG VIỆT', 'TIẾNG ANH']","['PHÂN TÍCH VÀ MÔ HÌNH HÓA BÀI TOÁN', 'NGHIÊN CỨU', 'ĐỀ XUẤT GIẢI PHÁP', 'TIỀN XỬ LÝ DỮ LIỆU', 'TRÌNH BÀY VÀ BÁO CÁO', 'HỢP TÁC', 'CẢI TIẾN QUY TRÌNH LÀM VIỆC', 'TIẾNG ANH', 'KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG LÀM VIỆC NHÓM', 'HỌC HỎI', 'CẬP NHẬT CÔNG NGHỆ MỚI']",47.5,15000000.0,25000000.0,2.0,6.0,False,False
Nhân Viên Thiết Kế (Graphic Designer),"['ADOBE PHOTOSHOP', 'ILLUSTRATOR', 'INDESIGN', 'AFTER EFFECTS', 'PREMIERE', 'FIGMA']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['LÂM ĐỒNG'],25.0,99.0,['TIẾNG VIỆT'],"['THIẾT KẾ ĐỒ HOẠ', 'BRANDING', 'TƯ DUY SÁNG TẠO', 'CHỦ ĐỘNG ĐỀ XUẤT Ý TƯỞNG', 'CÓ TRÁCH NHIỆM', 'CẨN TRỌNG', 'TỈ MỈ', 'TINH THẦN CẦU THỊ', 'GIÁM SÁT CHẤT LƯỢNG', 'QUẢN LÝ TIẾN ĐỘ']",,,,2.0,6.0,False,False
Kỹ Sư An Toàn Thông Tin,"['WINDOWS', 'LINUX', 'DATABASE', 'WEB SERVER', 'SWITCH', 'ROUTER', 'FIREWALL', 'LPI', 'CCNA', 'MÃ HÓA']",['SQL'],"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'KỸ THUẬT IT', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],1000.0,,"['TIẾNG VIỆT', 'TIẾNG ANH']","['PHÂN TÍCH LOG', 'XỬ LÝ SỰ CỐ', 'AUDIT', 'PENTEST', 'KHẮC PHỤC LỖ HỔNG', 'ĐỌC HIỂU TIẾNG ANH', 'PHÂN TÍCH RỦI RO', 'ỨNG PHÓ SỰ CỐ', 'AN TOÀN MẠNG', 'KIỂM TRA XÂM NHẬP']",47.5,15000000.0,30000000.0,2.0,6.0,False,False
Lập Trình Viên Reactjs,"['REACT', 'FRONT-END', 'DOM', 'REDUX', 'REDUX-SAGA', 'HOOKS', 'RESTFUL API', 'GIT', 'BABEL', 'WEBPACK', 'NPM', 'SASS', 'CSS', 'HTML']","['JAVASCRIPT', 'TYPESCRIPT']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'FRONTEND DEVELOPER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],10000.0,,['TIẾNG VIỆT'],"['KỸ NĂNG LÀM VIỆC NHÓM', 'THIẾT KẾ VÀ PHÁT TRIỂN ỨNG DỤNG WEB', 'PHÂN TÍCH YÊU CẦU KINH DOANH']",47.5,,,2.0,6.0,False,False
Nhân Viên Tư Vấn Triền Khải Phần Mềm,,,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",5,['CẦN THƠ'],['CẦN THƠ'],100.0,499.0,['TIẾNG VIỆT'],"['GIAO TIẾP', 'THUYẾT TRÌNH', 'ĐÀM PHÁN', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'CHỊU ĐƯỢC ÁP LỰC CÔNG VIỆC', 'TỰ HỌC HỎI', 'TƯ VẤN', 'BÁN HÀNG', 'CHĂM SÓC KHÁCH HÀNG', 'XÂY DỰNG MỐI QUAN HỆ']",54.0,,,2.0,6.0,True,False
Fullstack Developer (AWS - 6 Months Contract),"['FULLSTACK', 'FRONTEND', 'BACKEND', 'HTML', 'CSS', 'NODE.JS', 'EXPRESS', 'MYSQL', 'POSTGRESQL', 'MONGODB', 'UNIT TESTING', 'INTEGRATION TESTING', 'QA', 'UX/UI', 'ARCHITECTURAL DESIGN', 'WEB DEVELOPMENT', 'WEBSOCKET', 'MICROSERVICES ARCHITECTURE', 'GIT', 'CI/CD', 'AWS', 'GCP', 'AZURE']","['JAVASCRIPT', 'TYPESCRIPT', 'REACT', 'SQL', 'NOSQL', 'RESTFUL APIS']","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'SOFTWARE ENGINEER', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],1000.0,,"['TIẾNG VIỆT', 'TIẾNG ANH']","['CODE REVIEW', 'PERFORMANCE OPTIMIZATION', 'COLLABORATION', 'ANALYTICAL SKILLS', 'PROBLEM-SOLVING', 'LOGICAL THINKING', 'CLEAN CODE', 'BUILDING PROFESSIONAL RELATIONSHIPS']",50.0,20000000.0,25000000.0,2.0,6.0,False,False
Thực Tập Sinh Thiết Kế,"['ADOBE ILLUSTRATOR', 'ADOBE PHOTOSHOP', 'ADOBE PREMIERE', 'CAPCUT', 'TIKTOK', 'FACEBOOK', 'INDESIGN', 'FIGMA']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['QUAY PHIM', 'CHỤP ẢNH', 'TƯ DUY THẨM MỸ', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'GIAO TIẾP', 'TƯ DUY SÁNG TẠO', 'KHẢ NĂNG HỌC HỎI NHANH', 'SỬ DỤNG PHẦN MỀM THIẾT KẾ', 'KỸ NĂNG VẼ TAY']",,,3000000.0,2.0,6.0,True,False
Graphic Design - Túc Tắc Tea.,"['PHOTOSHOP', 'ILLUSTRATOR', 'MOTION VIDEO']",[],"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",2,['HỒ CHÍ MINH'],['TIỀN GIANG'],100.0,499.0,['TIẾNG VIỆT'],"['THIẾT KẾ ĐỒ HỌA', 'KIẾN THỨC VỀ MÀU SẮC VÀ BỐ CỤC', 'KỸ NĂNG SỬ DỤNG PHẦN MỀM CHỈNH SỬA ẢNH', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'TRÁCH NHIỆM TRONG CÔNG VIỆC', 'ĐÓNG GÓP Ý TƯỞNG', 'TINH THẦN CHỦ ĐỘNG']",48.0,,,2.0,6.0,True,False
Nhân Viên Tư Vấn Phần Mềm,,,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['KỸ NĂNG TRUYỀN ĐẠT', 'KỸ NĂNG TƯ VẤN', 'ĐÀM PHÁN', 'CHỐT SALE', 'HỖ TRỢ KHÁCH HÀNG']",,25000000.0,35000000.0,2.0,6.0,True,False
Chuyên Viên Kd Giải Pháp Chuyển Đổi Số Dn,"['SOFTWARE', 'HARDWARE']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",2,['ĐÀ NẴNG'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['B2B SALES', 'KỸ NĂNG GIAO TIẾP', 'ĐÀM PHÁN', 'THUYẾT TRÌNH', 'CHỐT DEAL', 'CHỊU ĐƯỢC ÁP LỰC', 'TIẾNG ANH GIAO TIẾP', 'BÁN HÀNG', 'PHÂN TÍCH NGHIỆP VỤ', 'XÂY DỰNG MỐI QUAN HỆ']",47.5,25000000.0,30000000.0,2.0,6.0,False,False
Nhân Viên Kinh Doanh Phân Phối,"['SYSTEMS', 'NETWORK', 'CLOUD COMPUTING']",[],"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES KỸ THUẬT (SALES ENGINEER)', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'BÁN HÀNG KỸ THUẬT IT', 'VIỆC LÀM IT']",8,"['HÀ NỘI', 'HỒ CHÍ MINH']",['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'PHÂN TÍCH', 'TỔNG HỢP SỐ LIỆU', 'THỐNG KÊ', 'BÁO CÁO', 'GIAO TIẾP', 'ĐÀM PHÁN', 'THUYẾT PHỤC', 'LẬP KẾ HOẠCH', 'GIẢI QUYẾT VẤN ĐỀ', 'SẮP XẾP THỜI GIAN', 'SẮP XẾP CÔNG VIỆC', 'TƯ VẤN GIẢI PHÁP CNTT', 'GIAO TIẾP TIẾNG ANH', 'BÁN HÀNG', 'THUYẾT TRÌNH', 'XÂY DỰNG MỐI QUAN HỆ KHÁCH HÀNG', 'HIỂU BIẾT VỀ CÔNG NGHỆ THÔNG TIN']",,15000000.0,25000000.0,2.0,6.0,True,False
Trợ Lý Quản Lý Dự Án,['AI'],[],"['CÔNG NGHỆ THÔNG TIN', 'IT PROJECT MANAGEMENT', 'IT PROJECT MANAGER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],10.0,24.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['TIẾNG ANH', 'TỔ CHỨC', 'QUẢN LÝ THỜI GIAN', 'GIẢI QUYẾT VẤN ĐỀ', 'CHỦ ĐỘNG', 'LINH HOẠT', 'HỌC HỎI NHANH', 'CHỊU ÁP LỰC TỐT', 'GIAO TIẾP', 'LẬP KẾ HOẠCH', 'THUYẾT TRÌNH', 'BÁO CÁO', 'SOẠN THẢO HỢP ĐỒNG', 'RÀ SOÁT HỢP ĐỒNG', 'QUẢN LÝ HỒ SƠ', 'NGHIÊN CỨU PHÁP LÝ', 'ĐIỀU PHỐI NGUỒN LỰC']",45.0,10000000.0,20000000.0,2.0,6.0,False,False
