Job_Title,Roles,Recruitment_Count,Province,Company_Location,Current_Employee_Min,Current_Employee_Max,Language,Tech_Stack,Programming_Language,Skills,Total_Work_Hour,Salary_Min,Salary_Max,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday,Experience_Years,Deadline,Company_Name,Company_Industry,Job_Level,Academic_Level,Job_Type,Company_URL,Job_URL,Date_Crawl,Layout_Type
Nhân Viên Gán Nhãn & Kiểm Duyệt Nội Dung Sàn Thương Mại Điện Tử (Mảng Chăm Sóc Khách Hàng),"['CHĂM SÓC KHÁCH HÀNG (CUSTOMER SERVICE)', 'VẬN HÀNH', 'CÔNG NGHỆ THÔNG TIN', 'BUSINESS OPERATION (VẬN HÀNH KINH DOANH)', 'ARTIFICIAL INTELLIGENCE (AI)', 'DATA LABELING (GÁN NHÃN DỮ LIỆU)', 'VIỆC LÀM IT']",10,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],10.0,24.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['DATA LABELING', 'ARTIFICIAL INTELLIGENCE']",,"['TIẾNG ANH', 'TỐC ĐỘ ĐÁNH MÁY', 'KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG XỬ LÝ TÌNH HUỐNG', 'CHĂM SÓC KHÁCH HÀNG', 'SỬ DỤNG MÁY TÍNH', 'PHÂN TÍCH THÔNG TIN']",37.5,7400000.0,8000000.0,,,True,True,Không yêu cầu,31/12/2025,CÔNG TY TNHH NGUYỄN AN NAM,Tư vấn,Nhân viên,Trung học phổ thông (Cấp 3) trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-nguyen-an-nam/207649.html,https://www.topcv.vn/viec-lam/nhan-vien-gan-nhan-kiem-duyet-noi-dung-san-thuong-mai-dien-tu-mang-cham-soc-khach-hang-thu-nhap-8-trieu-thang-quan-12-di-lam-ngay/1968880.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:15:19,standard
"Manual Tester (Web, Mobile)","['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'MANUAL TESTER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['WEB', 'MOBILE', 'CYBER SECURITY', 'API', 'PERFORMANCE TESTING', 'AUTOMATION TESTING', 'AGILE', 'SCRUM', 'INFORMATION TECHNOLOGY', 'COMPUTER SCIENCE', 'MATHEMATICS', 'INFORMATION SECURITY', 'FUNCTIONAL TESTING', 'NON-FUNCTIONAL TESTING', 'EXPLORATORY TESTING', 'BLACK-BOX TESTING', 'TEST DESIGN TECHNIQUES', 'HTTP', 'HTTPS', 'JMETER']",['SQL'],"['PHÂN TÍCH YÊU CẦU', 'TƯ DUY PHẢN BIỆN', 'VIẾT TEST CASE', 'REVIEW TEST CASE', 'TƯ DUY PHÂN TÍCH', 'TƯ DUY LOGIC', 'HƯỚNG DẪN', 'CẨN THẬN', 'LÀM VIỆC NHÓM', 'CHỊU ÁP LỰC', 'TINH THẦN HỌC HỎI', 'CAM KẾT', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'SỬ DỤNG CÔNG CỤ TEST', 'THỰC HIỆN TEST', 'BÁO CÁO LỖI', 'ĐỀ XUẤT CẢI TIẾN CHẤT LƯỢNG SẢN PHẨM']",50.0,30000000.0,35000000.0,2,6,False,False,3 năm,27/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG MINH GX,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-thong-minh-gx/243568.html,https://www.topcv.vn/viec-lam/manual-tester-web-mobile-tu-3-nam-kinh-nghiem-thu-nhap-upto-33m-tai-ha-noi/1967146.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:15:29,standard
Senior Frontend Developer (React.Js/Next.Js),"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'FRONTEND DEVELOPER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['REACT.JS', 'NEXT.JS', 'UI/UX', 'API', 'SEO', 'UNIT TEST', 'INTEGRATION TEST', 'APP STORE', 'GOOGLE PLAY', 'HYBRID', 'PWA', 'WEB', 'MOBILE', 'AI', 'HTML', 'SCSS', 'TAILWIND CSS', 'RESTFUL APIS', 'GIT', 'FUNCTIONAL PROGRAMMING']",['JAVASCRIPT'],"['GIAO TIẾP', 'GIẢI QUYẾT VẤN ĐỀ', 'TƯ DUY', 'HỌC HỎI NHANH', 'CẨN THẬN', 'TỈ MỈ', 'ĐAM MÊ CÔNG VIỆC', 'CHẤP NHẬN THÁCH THỨC', 'CỞI MỞ', 'THÂN THIỆN', 'LÀM VIỆC NHÓM', 'TRÁCH NHIỆM CAO', 'LÀM VIỆC ĐỘC LẬP']",,,30000000.0,,,False,False,2 năm,31/12/2025,CÔNG TY TNHH VODAPLAY VIỆT NAM,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-vodaplay-viet-nam/107235.html,https://www.topcv.vn/viec-lam/senior-frontend-developer-react-js-next-js-muc-luong-upto-30m/1967715.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:15:40,standard
Nhân Viên It Kiêm Tư Vấn & Đào Tạo,"['CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['ROBOTICS', 'ZOOM', 'WEB', 'IOT', 'WORDPRESS', 'HTML', 'MICROSOFT', 'GOOGLE', 'AI']",,"['KỸ NĂNG GIAO TIẾP', 'THIẾT KẾ', 'HƯỚNG DẪN', 'TƯ VẤN', 'ĐÀO TẠO', 'GIẢNG DẠY', 'HỖ TRỢ KỸ THUẬT', 'QUẢN TRỊ WEB', 'NGOẠI NGỮ', 'LẬP TRÌNH IOT', 'LẬP TRÌNH WEB']",45.0,15000000.0,20000000.0,2,6,False,False,1 năm,02/01/2026,CÔNG TY CỔ PHẦN JIVIETNAM,Giáo dục / Đào tạo,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-jivietnam/218232.html,https://www.topcv.vn/viec-lam/nhan-vien-it-kiem-tu-van-dao-tao-thu-nhap-upto-20m-thang-nghi-thu-7-cn/1971341.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:15:54,standard
Java Developer,"['CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'VIỆC LÀM IT']",10,['HỒ CHÍ MINH'],['HÀ NỘI'],10000.0,,"['TIẾNG VIỆT', 'TIẾNG ANH']","['SPRING', 'SPRING BOOT', 'POSTGRESQL', 'REDIS', 'RESTFUL APIS', 'SOAP', 'ORACLE', 'SQL SERVER', 'MICROSERVICES', 'CLOUD COMPUTING', 'AZURE', 'AWS', 'AGILE', 'OOP']","['JAVA', 'SQL', 'NOSQL']","['ENGLISH COMMUNICATION', 'LEADERSHIP', 'TEAM COLLABORATION', 'REQUIREMENT ANALYSIS', 'DESIGN', 'DEVELOPMENT', 'TESTING', 'PROBLEM-SOLVING', 'COACHING', 'CODE REVIEW', 'QUALITY CONTROL', 'MAINTENANCE', 'SUPPORT']",45.0,,,2,6,False,False,2 năm,31/01/2026,FPT Software,Tài chính,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/fpt-software/3.html,https://www.topcv.vn/viec-lam/java-developer-up-to-3200/1953698.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:16:04,standard
Product Design Leader,"['CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'UI/UX DESIGN', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['FINTECH', 'IOT', 'UX', 'UI', 'DESIGN SYSTEM', 'PRODUCT DESIGN', 'FIGMA', 'ADOBE CREATIVE SUITE', 'USER-CENTERED DESIGN (UCD)', 'AGILE/SCRUM']",,"['LEADERSHIP', 'STRATEGY', 'CREATIVE DIRECTION', 'END-TO-END DESIGN PROCESS', 'TEAM MANAGEMENT', 'TALENT DEVELOPMENT', 'MENTORING', 'COACHING', 'CONTINUOUS IMPROVEMENT', 'PRODUCT THINKING', 'RECRUITING', 'PROJECT MANAGEMENT', 'CROSS-FUNCTIONAL COLLABORATION', 'PROBLEM-SOLVING', 'PERFORMANCE MANAGEMENT', 'COMMUNICATION', 'PRESENTATION SKILLS', 'STAKEHOLDER MANAGEMENT', 'TEAM BUILDING']",45.0,,,2,6,False,False,5 năm,02/01/2026,VĂN PHÒNG ĐẠI DIỆN STYL SOLUTIONS PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,IT - Phần mềm,Trưởng nhóm,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/van-phong-dai-dien-styl-solutions-pte-ltd-tai-thanh-pho-ho-chi-minh/95267.html,https://www.topcv.vn/viec-lam/product-design-leader/1972888.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:16:19,standard
PM Dự án/Quản lý dự án,"['PROJECT MANAGER', 'CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'CHUYÊN MÔN CÔNG NGHỆ THÔNG TIN KHÁC', 'VIỆC LÀM IT']",4,"['HỒ CHÍ MINH', 'HÀ NỘI']",['HỒ CHÍ MINH'],100.0,499.0,['TIẾNG VIỆT'],"['PMP', 'PGMP', 'AGILE', 'SAFE', 'LESS', 'ITIL']",,"['QUẢN LÝ DỰ ÁN', 'HOẠCH ĐỊNH', 'QUẢN LÝ CHƯƠNG TRÌNH', 'QUẢN LÝ DANH MỤC DỰ ÁN', 'QUẢN LÝ TÀI CHÍNH', 'PHÂN TÍCH CHI PHÍ', 'QUẢN LÝ RỦI RO', 'BÁO CÁO', 'LÃNH ĐẠO', 'XÂY DỰNG VĂN HÓA', 'ĐÀO TẠO', 'CỐ VẤN', 'QUẢN LÝ HIỆU SUẤT', 'QUẢN LÝ QUY TRÌNH', 'QUẢN LÝ THAY ĐỔI', 'AUDITING', 'ĐÀM PHÁN VÀ THƯƠNG LƯỢNG', 'TƯ DUY CHIẾN LƯỢC', 'PHÂN TÍCH DỮ LIỆU KINH DOANH', 'BUSINESS ACUMEN', 'TƯ DUY HỆ THỐNG', 'PHÁT TRIỂN ĐỘI NGŨ', 'TẠO ĐỘNG LỰC', 'GIAO TIẾP', 'GIẢI QUYẾT VẤN ĐỀ']",49.0,35000000.0,50000000.0,2,6,True,False,Trên 5 năm,01/01/2026,CÔNG TY CỔ PHẦN CÔNG NGHỆ VINORSOFT,IT - Phần mềm,Quản lý / Giám sát,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-vinorsoft/172340.html,https://www.topcv.vn/viec-lam/pm-du-an-quan-ly-du-an-35-50-trieu-thuong-du-an-ha-noi-tphcm/1969916.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:16:31,standard
Chuyên Viên Công Nghệ Thông Tin (Chuyển Đổi Số),"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'KỸ THUẬT IT', 'VIỆC LÀM IT']",1,['BẮC NINH'],['BẮC NINH'],100.0,499.0,['TIẾNG VIỆT'],"['WINDOWS SERVER', 'DATABASE', 'POWER BI', 'DIAGRAM', 'BUSINESS ANALYST', 'DIGITAL TRANSFORMATION', 'AUTOMATION', 'IT INFRASTRUCTURE']",['SQL'],"['KỸ NĂNG TRÌNH BÀY BÁO CÁO', 'CẦU TIẾN', 'KỈ LUẬT', 'TRÁCH NHIỆM', 'NHIỆT TÌNH', 'CHĂM CHỈ', 'NHẠY BÉN', 'TRUNG THỰC']",49.5,15000000.0,20000000.0,2,6,True,False,2 năm,25/12/2025,Công ty Cổ phần Công nghiệp KIMSEN,Sản xuất,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghiep-kimsen/108763.html,https://www.topcv.vn/viec-lam/chuyen-vien-cong-nghe-thong-tin-chuyen-doi-so-thu-nhap-15-20-trieu-tai-bac-ninh/1964069.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:16:40,standard
AI Engineer,"['CÔNG NGHỆ THÔNG TIN', 'ARTIFICIAL INTELLIGENCE (AI)', 'AI ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['AI', 'YOLO', 'DEEPSORT', 'POSE ESTIMATION', 'DEEP LEARNING', 'COMPUTER VISION', 'TENSORFLOW', 'PYTORCH', 'KALMAN FILTER', 'CNN', 'OPENCV', 'ONNX', 'MULTI-OBJECT TRACKING']","['PYTHON', 'C++']","['GIẢI QUYẾT VẤN ĐỀ', 'THÍCH NGHI', 'SÁNG TẠO', 'TƯ DUY LOGIC', 'HỢP TÁC', 'GIAO TIẾP', 'HỌC HỎI']",45.0,,,2,6,False,False,1 năm,01/01/2026,ORBRO Inc.,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/orbro-inc/220781.html,https://www.topcv.vn/viec-lam/ai-engineer-cong-ty-it-han-quoc/1971397.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:16:55,standard
Lập Trình Viên .Net,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'FRONTEND DEVELOPER', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['.NET CORE', 'ENTITY FRAMEWORK CORE', 'LINQ', 'RESTFUL API', 'WCF', 'SOAP', 'HTML5', 'CSS3', 'AJAX', 'JQUERY', 'REACT', 'ANGULAR', 'VUE.JS', 'DOCKER', 'CI/CD', 'GIT', 'GITLAB', 'SQL SERVER', 'ORACLE', 'POSTGRESQL']","['.NET', 'C#', 'ASP.NET', 'JAVASCRIPT', 'TYPESCRIPT', 'SQL']","['KHẢ NĂNG RESEARCH TÀI LIỆU VÀ ĐỌC TÀI LIỆU', 'PHÂN TÍCH', 'SÁNG TẠO', 'CHỊU ĐƯỢC ÁP LỰC CÔNG VIỆC', 'TINH THẦN HỌC HỎI', 'HỢP TÁC TRONG CÔNG VIỆC']",51.5,,,2,6,True,False,1 năm,02/01/2026,CÔNG TY CỔ PHẦN CÔNG NGHỆ VCS VIỆT NAM,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-vcs-viet-nam/51302.html,https://www.topcv.vn/viec-lam/lap-trinh-vien-net/1972238.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:17:09,standard
Tester Game Chỉ Tuyển Nữ,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'SOFTWARE TESTER (AUTOMATION & MANUAL)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['AI', 'WEB', 'ANDROID', 'IOS', 'UI/UX', 'SMOKE TEST', 'REGRESSION TEST', 'FREE TEST', 'EXPLORATORY TEST', 'CHATGPT', 'COPILOT CHAT', 'BUGZILLA', 'KATALON STUDIO', 'TEST GAME', 'TESTCASE']",,"['PHÂN TÍCH YÊU CẦU', 'VIẾT TESTCASE', 'LOG BUG', 'LẬP BÁO CÁO', 'TỔ CHỨC CÔNG VIỆC', 'LÀM VIỆC ĐỘC LẬP', 'TƯ DUY LOGIC', 'CẨN THẬN', 'TRÁCH NHIỆM', 'THÍCH NGHI', 'GIAO TIẾP', 'GIẢI QUYẾT VẤN ĐỀ', 'TƯ DUY PHẢN BIỆN', 'LẬP KẾ HOẠCH KIỂM THỬ']",47.5,8000000.0,15000000.0,2,6,False,False,1 năm,24/12/2025,CÔNG TY TNHH CÔNG NGHỆ HAY HAY GLOBAL,Marketing / Truyền thông / Quảng cáo,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-hay-hay-global/166627.html,https://www.topcv.vn/viec-lam/tester-game-chi-tuyen-nu-thu-nhap-tu-8-15-trieu/1962969.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:17:21,standard
Chuyên Viên Kiểm Tra Chất Lượng Phần Mềm - Tester,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'SOFTWARE TESTER (AUTOMATION & MANUAL)', 'VIỆC LÀM IT']",3,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['FUNCTIONAL TESTING', 'REGRESSION TESTING', 'INTEGRATION TESTING', 'JIRA', 'BUGZILLA', 'MANTIS', 'TESTRAIL', 'ZEPHYR', 'AUTOMATION TESTING', 'SELENIUM', 'APPIUM', 'AGILE', 'SCRUM', 'BANKING', 'E-COMMERCE', 'MOBILE APP']",,"['PHÂN TÍCH NGHIỆP VỤ', 'LẬP KẾ HOẠCH KIỂM THỬ', 'VIẾT TEST CASE', 'QUẢN LÝ BUG', 'GIÁM SÁT TIẾN ĐỘ', 'CẢI TIẾN QUY TRÌNH', 'XÂY DỰNG TÀI LIỆU HƯỚNG DẪN', 'ĐÀO TẠO VÀ HỖ TRỢ NGƯỜI DÙNG', 'GIẢI QUYẾT VẤN ĐỀ', 'KỸ NĂNG BÁO CÁO', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'TƯ DUY LOGIC', 'KỸ NĂNG PHÂN TÍCH', 'QUẢN LÝ THỜI GIAN', 'KỸ NĂNG GIAO TIẾP', 'CHỦ ĐỘNG TRONG CÔNG VIỆC', 'ĐỌC HIỂU TÀI LIỆU TIẾNG ANH']",49.0,10000000.0,20000000.0,2,6,True,False,1 năm,31/12/2025,CÔNG TY TNHH P.A VIỆT NAM,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-p-a-viet-nam/8837.html,https://www.topcv.vn/viec-lam/chuyen-vien-kiem-tra-chat-luong-phan-mem-tester/1202799.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:17:33,standard
Manual Testers,"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'MANUAL TESTER', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']",['AGILE'],,"['TESTING', 'TEST CASE DESIGN', 'DEFECT ANALYSIS', 'TEST REPORT PREPARATION', 'HANDLING SOLUTIONS', 'COLLABORATION']",40.0,,20000000.0,2,6,False,False,2 năm,31/03/2026,Công Ty TNHH NTT DATA VDS,IT - Phần mềm,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-ntt-data-vds/17148.html,https://www.topcv.vn/viec-lam/manual-testers/1972856.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:17:47,standard
Data Analyst,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'MARKET RESEARCH AND ANALYSIS', 'DATA SCIENCE', 'DATA ANALYST', 'VIỆC LÀM IT']",5,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,['TIẾNG VIỆT'],"['BI', 'BIG DATA', 'POWERBI', 'LOOKER', 'LOOKER STUDIO', 'STAR SCHEMA', 'SNOWFLAKE SCHEMA', 'DATA GOVERNANCE', 'METADATA', 'TAXONOMY', 'MASTER DATA MANAGEMENT', 'REFERENCE DATA MANAGEMENT', 'LAKE-HOUSE', 'DATA STREAMING', 'KHOA HỌC DỮ LIỆU', 'TOÁN THỐNG KÊ', 'KINH TẾ LƯỢNG']",['SQL'],"['PHÂN TÍCH NGHIỆP VỤ', 'PHÂN TÍCH DỮ LIỆU', 'MÔ HÌNH HÓA DỮ LIỆU', 'KIỂM THỬ', 'ĐÀO TẠO', 'KỸ NĂNG THUYẾT TRÌNH']",45.0,,30000000.0,2,6,False,False,2 năm,03/01/2026,Công ty Cổ phần Hệ thống Công nghệ ETC,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-he-thong-cong-nghe-etc/200939.html,https://www.topcv.vn/viec-lam/data-analyst-tu-2-nam-kinh-nghiem/1975022.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:18:28,standard
Chuyên Viên Phân Tích Nghiệp Vụ (Business Analyst) - Kvh - Msb - 4m009,"['BUSINESS ANALYST', 'TÀI CHÍNH/NGÂN HÀNG/BẢO HIỂM', 'NGÂN HÀNG']",1,['HÀ NỘI'],['HÀ NỘI'],5000.0,,['TIẾNG VIỆT'],"['BPMN', 'FLOWCHART', 'USE CASES', 'UML', 'MS OFFICE', 'EXCEL']",,"['PHÂN TÍCH NGHIỆP VỤ', 'QUẢN LÝ DỰ ÁN', 'KIỂM THỬ', 'KỸ NĂNG GIAO TIẾP', 'LÀM VIỆC NHÓM', 'KỸ NĂNG GIẢI QUYẾT VẤN ĐỀ', 'RA QUYẾT ĐỊNH', 'LÀM VIỆC ĐỘC LẬP', 'KỸ NĂNG PHÂN TÍCH', 'TƯ DUY LOGIC', 'KỸ NĂNG TRÌNH BÀY', 'KỸ NĂNG THUYẾT PHỤC', 'KỸ NĂNG SÁNG TẠO']",45.0,,,2,6,False,False,2 năm,01/01/2026,Ngân hàng TMCP Hàng Hải Việt Nam (MSB),Ngân hàng,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/ngan-hang-tmcp-hang-hai-viet-nam-msb/198976.html,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst-kvh-msb-4m009/1972061.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:18:42,standard
Thực Tập Sinh Network Security (Security/ Intern),"['CÔNG NGHỆ THÔNG TIN', 'INFORMATION SECURITY', 'CHUYÊN VIÊN CYBER SECURITY', 'VIỆC LÀM IT']",5,['HÀ NỘI'],['HỒ CHÍ MINH'],100.0,499.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['NETWORK SECURITY', 'NMAP', 'WIRESHARK', 'BURP SUITE', 'OWASP', 'EMAIL SECURITY', 'ENDPOINT SECURITY', 'TCP/IP', 'FIREWALLS', 'IDS/IPS', 'ENCRYPTION', 'COMPTIA SECURITY+', 'CEH', 'CCNA', 'CCNP']","['PYTHON', 'BASH']","['PENETRATION TESTING', 'PHÂN TÍCH MÃ ĐỘC', 'KHAI THÁC LỖ HỔNG', 'ĐIỀU TRA SỰ CỐ AN NINH MẠNG', 'PHÂN TÍCH RỦI RO', 'TƯ DUY LOGIC', 'LÀM VIỆC NHÓM', 'TIẾNG ANH ĐỌC HIỂU']",,,,2,6,False,False,Không yêu cầu,23/12/2025,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ CÔNG NGHỆ CHÂN TRỜI,IT - Phần mềm,Thực tập sinh,Cao Đẳng trở lên,Thực tập,https://www.topcv.vn/cong-ty/cong-ty-co-phan-thuong-mai-dich-vu-cong-nghe-chan-troi/169864.html,https://www.topcv.vn/viec-lam/thuc-tap-sinh-network-security-security-intern/1961572.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:18:55,standard
Software Tester (Manual & Automation),"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE TESTING', 'SOFTWARE TESTER (AUTOMATION & MANUAL)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],,,"['TIẾNG VIỆT', 'TIẾNG ANH']","['WEB', 'MOBILE', 'PLAYWRIGHT', 'UAT', 'QA', 'SDLC', 'CYPRESS', 'JIRA', 'TRELLO', 'AZURE DEVOPS', 'REST API', 'HTML', 'CSS', 'XPATH']","['TYPESCRIPT', 'JAVASCRIPT']","['MANUAL TESTING', 'FUNCTIONAL TESTING', 'USABILITY TESTING', 'REGRESSION TESTING', 'AUTOMATION TESTING', 'TEST CASE DESIGN', 'BUG REPORTING', 'API TESTING', 'MOBILE APP TESTING', 'ANALYTICAL SKILLS', 'PROBLEM-SOLVING SKILLS', 'TIME MANAGEMENT SKILLS', 'COMMUNICATION SKILLS']",47.5,,22000000.0,2,6,False,False,2 năm,15/01/2026,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,Null,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/brand/flyer?id=86901,https://www.topcv.vn/brand/flyer/tuyen-dung/software-tester-manual-automation-tu-2-nam-kinh-nghiem-chap-nhan-onboard-sau-tet-j1970420.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807,09/12/2025 13:19:12,brand_v1
